YearLow|OneyrTargetPrice|DividendShare|ChangeFromFiftydayMovingAverage|FiftydayMovingAverage|SharesOwned|PercentChangeFromTwoHundreddayMovingAverage|PricePaid|DaysLow|DividendYield|Commission|EPSEstimateNextQuarter|ChangeFromYearLow|ChangeFromYearHigh|EarningsShare|AverageDailyVolume|LastTradePriceOnly|YearHigh|EBITDA|Change_PercentChange|AnnualizedGain|ShortRatio|LastTradeDate|PriceSales|EPSEstimateCurrentYear|BookValue|u|Bid|AskRealtime|PreviousClose|DaysRangeRealtime|EPSEstimateNextYear|Volume|HoldingsGainPercent|PercentChange|TickerTrend|Ask|ChangeRealtime|PriceEPSEstimateNextYear|HoldingsGain|Change|MarketCapitalization|Name|HoldingsValue|DaysRange|AfterHoursChangeRealtime|symbol|ChangePercentRealtime|DaysValueChange|LastTradeTime|StockExchange|DividendPayDate|LastTradeRealtimeWithTime|Notes|MarketCapRealtime|ExDividendDate|PERatio|DaysValueChangeRealtime|ErrorIndicationreturnedforsymbolchangedinvalid|ChangeinPercent|HoldingsValueRealtime|PercentChangeFromFiftydayMovingAverage|PriceBook|ChangeFromTwoHundreddayMovingAverage|DaysHigh|PercentChangeFromYearLow|TradeDate|LastTradeWithTime|BidRealtime|YearRange|HighLimit|OrderBookRealtime|HoldingsGainRealtime|PEGRatio|Currency|LowLimit|HoldingsGainPercentRealtime|TwoHundreddayMovingAverage|PERatioRealtime|PercebtChangeFromYearHigh|Open|PriceEPSEstimateCurrentYear|MoreInfo
62.05|76.56|3.30|-0.10|67.80|None|-7.19%|None|67.26|4.90|None|1.12|5.65|-17.18|2.49|2247420|67.70|84.88|1.77B|-0.15 - -0.22%|None|5.50|8/14/2015|6.80|4.34|38.91|2015-08-14 14:08:00 UTC+0000|67.70|None|67.85|None|4.60|282927|None|-0.22%|None|67.71|None|14.72|None|-0.15|23.82B|Health Care REIT, Inc. Common S|None|67.26 - 67.75|None|HCN|None|None|10:08am|NYQ|8/20/2015|None|None|None|8/7/2015|27.20|None|None|-0.22%|None|-0.15%|1.74|-5.25|67.75|+9.11%|None|10:08am - <b>67.70</b>|None|62.05 - 84.88|None|None|None|3.00|USD|None|None|72.95|None|-20.24%|67.64|15.60|None
26.54|36.50|0.72|0.33|33.97|None|+5.58%|None|33.97|2.10|None|0.27|7.76|-1.19|0.35|334517|34.30|35.49|81.59M|+0.20 - +0.59%|None|19.30|8/14/2015|1.79|0.96|4.07|2015-08-14 14:07:00 UTC+0000|34.28|None|34.10|None|1.12|13702|None|+0.59%|None|34.31|None|30.62|None|+0.20|2.47B|Healthcare Services Group, Inc.|None|33.97 - 34.31|None|HCSG|None|None|10:07am|NMS|9/25/2015|None|None|None|5/20/2015|97.44|None|None|+0.59%|None|+0.99%|8.39|1.81|34.31|+29.24%|None|10:07am - <b>34.30</b>|None|26.54 - 35.49|None|None|None|2.02|USD|None|None|32.49|None|-3.35%|33.99|35.73|None
82.85|124.57|2.36|5.03|114.58|None|+6.05%|None|118.46|2.00|None|1.30|36.76|-0.53|4.93|4664880|119.61|120.14|12.54B|+0.59 - +0.50%|None|2.20|8/14/2015|1.83|5.27|7.09|2015-08-14 14:08:00 UTC+0000|119.63|None|119.02|None|6.03|898276|None|+0.50%|None|119.66|None|19.84|None|+0.59|155.37B|Home Depot, Inc. (The) Common S|None|118.46 - 119.89|None|HD|None|None|10:08am|NYQ|6/18/2015|None|None|None|6/2/2015|24.28|None|None|+0.50%|None|+4.39%|16.80|6.82|119.89|+44.37%|None|10:08am - <b>119.61</b>|None|82.85 - 120.14|None|None|None|1.69|USD|None|None|112.79|None|-0.44%|119.30|22.70|None
22.18|38.58|None|-0.29|34.90|None|+7.05%|None|34.29|None|None|0.61|12.43|-2.20|1.32|2039790|34.61|36.81|831.00M|+0.35 - +1.02%|None|0.60|8/14/2015|0.75|1.63|-2.51|2015-08-14 14:07:00 UTC+0000|34.59|None|34.26|None|2.35|67741|None|+1.02%|None|34.60|None|14.73|None|+0.35|6.87B|HD Supply Holdings, Inc.|None|34.29 - 34.62|None|HDS|None|None|10:07am|NMS|None|None|None|None|None|26.30|None|None|+1.02%|None|-0.83%|None|2.28|34.62|+56.04%|None|10:07am - <b>34.61</b>|None|22.18 - 36.81|None|None|None|0.42|USD|None|None|32.33|None|-5.98%|34.29|21.23|None
23.94|29.13|1.24|0.86|30.22|None|-1.63%|None|30.94|4.00|None|0.46|7.14|-3.92|1.42|421220|31.08|35.00|485.64M|-0.06 - -0.19%|None|4.00|8/14/2015|1.15|1.68|17.67|2015-08-14 14:08:00 UTC+0000|31.07|None|31.14|None|1.78|19293|None|-0.19%|None|31.10|None|17.46|None|-0.06|3.34B|Hawaiian Electric Industries, I|None|30.94 - 31.23|None|HE|None|None|10:08am|NYQ|6/10/2015|None|None|None|5/20/2015|21.90|None|None|-0.19%|None|+2.83%|1.76|-0.52|31.23|+29.82%|None|10:08am - <b>31.08</b>|None|23.94 - 35.00|None|None|None|4.88|USD|None|None|31.60|None|-11.20%|31.01|18.50|None
13.47|20.88|1.10|0.12|17.26|None|-21.00%|None|16.95|6.30|None|0.44|3.91|-25.00|1.40|476111|17.38|42.38|157.60M|+0.15 - +0.87%|None|2.00|8/14/2015|0.57|1.35|3.84|2015-08-14 14:08:00 UTC+0000|17.38|None|17.23|None|1.50|29180|None|+0.87%|None|17.43|None|11.59|None|+0.15|610.28M|H&E Equipment Services, Inc.|None|16.95 - 17.60|None|HEES|None|None|10:08am|NMS|9/9/2015|None|None|None|5/26/2015|12.41|None|None|+0.87%|None|+0.70%|4.49|-4.62|17.60|+29.03%|None|10:08am - <b>17.38</b>|None|13.47 - 42.38|None|None|None|0.83|USD|None|None|22.00|None|-58.99%|17.27|12.87|None
51.80|101.00|None|-1.49|91.70|None|+5.78%|None|89.00|None|None|1.97|38.41|-10.12|4.68|280923|90.21|100.33|206.26M|+0.28 - +0.31%|None|1.50|8/14/2015|1.74|5.68|32.59|2015-08-14 14:07:00 UTC+0000|89.99|None|89.93|None|6.10|23255|None|+0.31%|None|90.23|None|14.79|None|+0.28|2.58B|Helen of Troy Limited|None|89.00 - 90.29|None|HELE|None|None|10:07am|NMS|None|None|None|None|None|19.27|None|None|+0.31%|None|-1.63%|2.76|4.93|90.29|+74.15%|None|10:07am - <b>90.21</b>|None|51.80 - 100.33|None|None|None|1.07|USD|None|None|85.28|None|-10.09%|89.90|15.88|None
114.39|205.00|None|-0.60|138.68|None|-4.66%|None|137.29|None|None|-0.04|23.69|-22.54|-1.09|124570|138.08|160.62|219.09M|+0.36 - +0.26%|None|6.60|8/14/2015|7.87|0.38|53.72|2015-08-14 14:04:00 UTC+0000|137.98|None|137.72|None|8.73|12916|None|+0.26%|None|138.25|None|None|None|+0.36|5.45B|Howard Hughes Corporation (The)|None|137.29 - 138.34|None|HHC|None|None|10:04am|NYQ|None|None|None|None|None|None|None|None|+0.26%|None|-0.43%|2.56|-6.74|138.34|+20.71%|None|10:04am - <b>138.08</b>|None|114.39 - 160.62|None|None|None|18.18|USD|None|None|144.82|None|-14.03%|137.29|363.37|None
27.60|69.00|0.00|6.65|53.39|None|+33.33%|None|59.84|0.00|None|1.08|32.44|-1.91|3.24|1501960|60.04|61.95|589.80M|-0.06 - -0.10%|None|17.50|8/14/2015|1.19|4.67|-2.12|2015-08-14 14:07:00 UTC+0000|60.04|None|60.10|None|5.27|62789|None|-0.10%|None|60.06|None|11.39|None|-0.06|5.55B|Herbalife Ltd. Common Stock|None|59.84 - 60.21|None|HLF|None|None|10:07am|NYQ|3/18/2014|None|None|None|2/28/2014|18.54|None|None|-0.10%|None|+12.45%|None|15.01|60.21|+117.54%|None|10:07am - <b>60.04</b>|None|27.60 - 61.95|None|None|None|2.68|USD|None|None|45.03|None|-3.08%|59.84|12.86|None
7.250|13.560|None|-2.987|10.332|None|-49.788%|None|7.270|None|None|0.000|0.095|-20.355|0.951|1718970|7.345|27.700|240.85M|+0.075 - +1.032%|None|1.900|8/14/2015|0.852|0.270|15.813|2015-08-14 14:08:00 UTC+0000|7.350|None|7.270|None|0.410|138868|None|+1.032%|None|7.360|None|17.915|None|+0.075|778.27M|Helix Energy Solutions Group, I|None|7.270 - 7.490|None|HLX|None|None|10:08am|NYQ|None|None|None|None|None|7.723|None|None|+1.032%|None|-28.908%|0.460|-7.283|7.490|+1.310%|None|10:08am - <b>7.345</b>|None|7.250 - 27.700|None|None|None|2.440|USD|None|None|14.628|None|-73.484%|7.270|27.204|None
181.40|293.07|None|-17.96|262.16|None|+5.65%|None|243.25|None|None|0.55|62.80|-47.22|-4.14|3592920|244.20|291.42|-85.15M|+1.69 - +0.70%|None|6.60|8/14/2015|8.33|-0.32|5.63|2015-08-14 14:08:00 UTC+0000|244.09|None|242.51|None|2.82|1318214|None|+0.70%|None|244.25|None|86.29|None|+1.69|31.05B|Tesla Motors, Inc.|None|243.25 - 247.93|None|TSLA|None|None|10:08am|NMS|None|None|None|None|None|None|None|None|+0.70%|None|-6.85%|43.05|13.06|247.93|+34.62%|None|10:08am - <b>244.20</b>|None|181.40 - 291.42|None|None|None|-2.26|USD|None|None|231.14|None|-16.20%|247.24|None|None
55.59|115.31|2.00|5.71|97.02|None|+14.50%|None|101.59|1.80|None|1.56|47.14|-8.01|9.92|2185420|102.73|110.74|2.86B|-1.68 - -1.61%|None|2.80|8/14/2015|0.39|11.37|38.63|2015-08-14 14:08:00 UTC+0000|102.38|None|104.41|None|7.88|394858|None|-1.61%|None|102.48|None|13.04|None|-1.68|12.86B|Tesoro Corporation Common Stock|None|101.59 - 103.88|None|TSO|None|None|10:08am|NYQ|9/14/2015|None|None|None|5/27/2015|10.36|None|None|-1.61%|None|+5.88%|2.70|13.01|103.88|+84.80%|None|10:08am - <b>102.73</b>|None|55.59 - 110.74|None|None|None|0.62|USD|None|None|89.72|None|-7.23%|102.86|9.04|None
10.82|15.93|None|-0.78|13.30|None|-5.22%|None|12.40|None|None|0.24|1.70|-1.83|-1.45|31842|12.52|14.35|92.46M|+0.05 - +0.40%|None|4.70|8/14/2015|0.56|0.81|19.34|2015-08-14 13:48:00 UTC+0000|12.40|None|12.47|None|1.39|3657|None|+0.40%|None|12.63|None|9.01|None|+0.05|217.52M|Townsquare Media, Inc. Class A|None|12.40 - 12.52|None|TSQ|None|None|9:48am|NYQ|None|None|None|None|None|None|None|None|+0.40%|None|-5.85%|0.64|-0.69|12.52|+15.71%|None|9:48am - <b>12.52</b>|None|10.82 - 14.35|None|None|None|1.48|USD|None|None|13.21|None|-12.75%|12.41|15.46|None
23.00|67.40|None|-7.64|58.25|None|-7.88%|None|49.62|None|None|-1.76|27.61|-16.34|-5.17|393106|50.61|66.95|-173.48M|-0.46 - -0.90%|None|16.50|8/14/2015|None|-5.77|5.19|2015-08-14 14:08:00 UTC+0000|50.39|None|51.07|None|-4.92|30076|None|-0.90%|None|50.59|None|None|None|-0.46|2.02B|TESARO, Inc.|None|49.62 - 50.80|None|TSRO|None|None|10:08am|NMS|None|None|None|None|None|None|None|None|-0.90%|None|-13.12%|9.84|-4.33|50.80|+120.04%|None|10:08am - <b>50.61</b>|None|23.00 - 66.95|None|None|None|2.53|USD|None|None|54.94|None|-24.41%|50.30|None|None
12.10|22.67|None|-2.77|15.16|None|-26.94%|None|12.39|None|None|-0.60|0.29|-12.11|-2.19|96344|12.39|24.50|-36.31M|-0.51 - -3.95%|None|5.20|8/14/2015|300.67|-2.26|1.68|2015-08-14 14:08:00 UTC+0000|12.36|None|12.90|None|-2.15|9697|None|-3.95%|None|12.42|None|None|None|-0.51|251.81M|T2 Biosystems, Inc.|None|12.39 - 12.84|None|TTOO|None|None|10:08am|NGM|None|None|None|None|None|None|None|None|-3.95%|None|-18.27%|7.70|-4.57|12.84|+2.40%|None|10:08am - <b>12.39</b>|None|12.10 - 24.50|None|None|None|0.00|USD|None|None|16.96|None|-49.43%|12.84|None|None
11.13|53.20|None|-4.47|47.46|None|+4.22%|None|42.69|None|None|-0.66|31.86|-9.91|-2.65|469431|42.99|52.90|-81.04M|-0.41 - -0.94%|None|6.80|8/14/2015|134.81|-2.73|6.43|2015-08-14 14:08:00 UTC+0000|42.95|None|43.40|None|-2.70|31045|None|-0.94%|None|43.03|None|None|None|-0.41|1.57B|Tetraphase Pharmaceuticals, Inc|None|42.69 - 43.49|None|TTPH|None|None|10:08am|NMS|None|None|None|None|None|None|None|None|-0.94%|None|-9.42%|6.75|1.74|43.49|+286.25%|None|10:08am - <b>42.99</b>|None|11.13 - 52.90|None|None|None|-0.04|USD|None|None|41.25|None|-18.73%|43.39|None|None
8.96|20.33|None|-2.52|14.10|None|-21.51%|None|11.52|None|None|-0.18|2.62|-12.25|-0.41|459752|11.58|23.83|-9.02M|-0.03 - -0.26%|None|7.60|8/14/2015|2.89|-0.71|3.51|2015-08-14 14:07:00 UTC+0000|11.57|None|11.61|None|-0.39|11502|None|-0.26%|None|11.60|None|None|None|-0.03|401.02M|TubeMogul, Inc.|None|11.52 - 11.97|None|TUBE|None|None|10:07am|NMS|None|None|None|None|None|None|None|None|-0.26%|None|-17.87%|3.30|-3.17|11.97|+29.24%|None|10:07am - <b>11.58</b>|None|8.96 - 23.83|None|None|None|0.00|USD|None|None|14.75|None|-51.41%|11.67|None|None
9.20|20.00|0.00|-0.98|10.49|None|-35.59%|None|9.29|0.00|None|-0.05|0.31|-13.37|0.15|594652|9.51|22.88|22.07M|+0.17 - +1.82%|None|9.40|8/14/2015|0.45|0.32|5.11|2015-08-14 14:07:00 UTC+0000|9.50|None|9.34|None|0.63|20932|None|+1.82%|None|9.51|None|15.10|None|+0.17|414.84M|Tuesday Morning Corp.|None|9.29 - 9.54|None|TUES|None|None|10:07am|NMS|3/30/2007|None|None|None|3/16/2007|61.75|None|None|+1.82%|None|-9.35%|1.83|-5.25|9.54|+3.37%|None|10:07am - <b>9.51</b>|None|9.20 - 22.88|None|None|None|1.55|USD|None|None|14.76|None|-58.44%|9.37|29.72|None
53.650|67.000|2.720|-6.480|61.645|None|-17.085%|None|54.700|4.900|None|1.530|1.515|-20.915|4.073|470305|55.165|76.080|404.10M|+0.465 - +0.850%|None|8.900|8/14/2015|1.119|4.480|3.558|2015-08-14 14:08:00 UTC+0000|55.130|None|54.700|None|4.970|51789|None|+0.850%|None|55.190|None|11.100|None|+0.465|2.75B|Tupperware Brands Corporation C|None|54.700 - 55.240|None|TUP|None|None|10:08am|NYQ|7/6/2015|None|None|None|6/16/2015|13.544|None|None|+0.850%|None|-10.512%|15.374|-11.367|55.240|+2.824%|None|10:08am - <b>55.165</b>|None|53.650 - 76.080|None|None|None|1.060|USD|None|None|66.532|None|-27.491%|54.960|12.314|None
14.60|19.67|0.36|-1.84|16.55|None|-17.31%|None|14.65|2.40|None|0.13|0.11|-19.67|0.99|30050|14.71|34.38|28.93M|+0.10 - +0.68%|None|9.30|8/14/2015|0.62|0.65|12.44|2015-08-14 14:08:00 UTC+0000|14.60|None|14.61|None|0.98|1825|None|+0.68%|None|14.72|None|15.01|None|+0.10|165.74M|Twin Disc, Incorporated|None|14.65 - 14.80|None|TWIN|None|None|10:08am|NMS|9/1/2015|None|None|None|8/12/2015|14.86|None|None|+0.68%|None|-11.09%|1.17|-3.08|14.80|+0.75%|None|10:08am - <b>14.71</b>|None|14.60 - 34.38|None|None|None|2.85|USD|None|None|17.79|None|-57.21%|14.65|22.63|None
14.67|40.40|None|3.66|32.80|None|+39.63%|None|36.20|None|None|0.00|21.79|-3.13|-0.65|312319|36.46|39.59|-25.00M|-0.56 - -1.51%|None|14.20|8/14/2015|11.93|-0.40|1.94|2015-08-14 14:08:00 UTC+0000|36.48|None|37.02|None|-0.29|31808|None|-1.51%|None|36.55|None|None|None|-0.56|1.52B|2U, Inc.|None|36.20 - 36.75|None|TWOU|None|None|10:08am|NMS|None|None|None|None|None|None|None|None|-1.51%|None|+11.17%|19.05|10.35|36.75|+148.53%|None|10:08am - <b>36.46</b>|None|14.67 - 39.59|None|None|None|-3.00|USD|None|None|26.11|None|-7.91%|36.66|None|None
41.47|54.30|1.36|-0.04|50.41|None|-7.90%|None|50.18|2.70|None|0.63|8.90|-9.62|2.78|6702650|50.37|59.99|5.36B|-0.26 - -0.51%|None|2.90|8/14/2015|3.95|2.57|9.87|2015-08-14 14:08:00 UTC+0000|50.38|None|50.63|None|2.84|385547|None|-0.51%|None|50.39|None|17.74|None|-0.26|51.70B|Texas Instruments Incorporated|None|50.18 - 50.73|None|TXN|None|None|10:08am|NMS|8/17/2015|None|None|None|7/29/2015|18.13|None|None|-0.51%|None|-0.08%|5.13|-4.32|50.73|+21.46%|None|10:08am - <b>50.37</b>|None|41.47 - 59.99|None|None|None|1.97|USD|None|None|54.69|None|-16.04%|50.50|19.60|None
25.12|40.44|0.68|0.42|38.22|None|+6.22%|None|38.21|1.80|None|0.32|13.52|-2.18|1.29|615797|38.64|40.82|200.58M|+0.19 - +0.49%|None|8.90|8/14/2015|1.58|1.38|9.20|2015-08-14 14:07:00 UTC+0000|38.64|None|38.45|None|1.66|32748|None|+0.49%|None|38.67|None|23.28|None|+0.19|2.71B|Texas Roadhouse, Inc.|None|38.21 - 38.73|None|TXRH|None|None|10:07am|NMS|7/2/2015|None|None|None|6/15/2015|29.95|None|None|+0.49%|None|+1.10%|4.18|2.26|38.73|+53.82%|None|10:07am - <b>38.64</b>|None|25.12 - 40.82|None|None|None|2.02|USD|None|None|36.38|None|-5.34%|38.37|28.00|None
32.22|50.50|0.08|-0.22|43.51|None|-2.60%|None|42.83|0.20|None|0.84|11.07|-3.64|2.38|1547120|43.29|46.93|1.61B|+0.32 - +0.74%|None|3.20|8/14/2015|0.86|2.50|16.65|2015-08-14 14:08:00 UTC+0000|43.43|None|42.97|None|2.93|148850|None|+0.74%|None|43.46|None|14.77|None|+0.32|11.97B|Textron Inc. Common Stock|None|42.83 - 43.48|None|TXT|None|None|10:08am|NYQ|10/1/2015|None|None|None|6/10/2015|18.20|None|None|+0.74%|None|-0.50%|2.58|-1.16|43.48|+34.36%|None|10:08am - <b>43.29</b>|None|32.22 - 46.93|None|None|None|1.05|USD|None|None|44.45|None|-7.76%|42.95|17.32|None
19.37|35.20|None|-0.94|28.78|None|+0.13%|None|27.58|None|None|0.09|8.47|-3.39|-0.68|128528|27.84|31.23|-9.76M|+0.11 - +0.40%|None|66.20|8/14/2015|9.60|0.19|4.73|2015-08-14 14:03:00 UTC+0000|27.73|None|27.73|None|0.57|2698|None|+0.40%|None|27.89|None|48.84|None|+0.11|719.91M|Textura Corporation Common Stoc|None|27.58 - 28.01|None|TXTR|None|None|10:03am|NYQ|None|None|None|None|None|None|None|None|+0.40%|None|-3.27%|5.87|0.04|28.01|+43.73%|None|10:03am - <b>27.84</b>|None|19.37 - 31.23|None|None|None|3.31|USD|None|None|27.80|None|-10.85%|27.66|146.53|None
86.050|140.440|0.000|3.546|137.259|None|+12.746%|None|139.670|0.000|None|0.660|54.755|-4.935|1.910|186922|140.805|145.740|121.08M|+0.515 - +0.367%|None|5.300|8/14/2015|8.841|2.560|11.834|2015-08-14 14:06:00 UTC+0000|140.650|None|140.290|None|3.050|11298|None|+0.367%|None|140.970|None|46.166|None|+0.515|4.77B|Tyler Technologies, Inc. Common|None|139.670 - 140.990|None|TYL|None|None|10:06am|NYQ|None|None|None|None|1/31/1990|73.720|None|None|+0.367%|None|+2.583%|11.855|15.918|140.990|+63.632%|None|10:06am - <b>140.805</b>|None|86.050 - 145.740|None|None|None|3.120|USD|None|None|124.887|None|-3.386%|139.670|55.002|None
25.50|31.27|0.17|-0.08|32.47|None|+5.04%|None|32.22|0.50|None|0.50|6.89|-17.61|1.45|686922|32.39|50.00|190.25M|+0.05 - +0.15%|None|15.10|8/14/2015|4.76|2.02|4.81|2015-08-14 14:08:00 UTC+0000|32.38|None|32.34|None|2.22|16988|None|+0.15%|None|32.41|None|14.59|None|+0.05|2.84B|Ubiquiti Networks, Inc.|None|32.22 - 32.77|None|UBNT|None|None|10:08am|NMS|10/28/2014|None|None|None|10/15/2014|22.34|None|None|+0.15%|None|-0.26%|6.72|1.55|32.77|+27.02%|None|10:08am - <b>32.39</b>|None|25.50 - 50.00|None|None|None|1.70|USD|None|None|30.84|None|-35.22%|32.22|15.96|None
35.84|55.67|0.60|1.40|48.30|None|+10.47%|None|49.21|1.20|None|0.95|13.86|-1.39|3.15|73295|49.70|51.09|85.95M|+0.25 - +0.51%|None|3.30|8/14/2015|2.29|3.39|24.99|2015-08-14 13:58:00 UTC+0000|49.50|None|49.45|None|3.55|9191|None|+0.51%|None|49.72|None|14.00|None|+0.25|940.17M|AMERISAFE, Inc.|None|49.21 - 49.77|None|AMSF|None|None|9:58am|NMS|9/25/2015|None|None|None|6/10/2015|15.78|None|None|+0.51%|None|+2.91%|1.98|4.71|49.77|+38.67%|None|9:58am - <b>49.70</b>|None|35.84 - 51.09|None|None|None|1.46|USD|None|None|44.99|None|-2.72%|49.22|14.66|None
28.34|39.65|0.60|-0.88|37.13|None|-1.47%|None|36.02|1.60|None|0.41|7.91|-2.80|1.47|2120440|36.25|39.05|0.00|+0.10 - +0.28%|None|3.90|8/14/2015|6.19|1.47|9.19|2015-08-14 14:08:00 UTC+0000|36.26|None|36.15|None|1.79|255859|None|+0.28%|None|36.27|None|20.25|None|+0.10|19.69B|TD Ameritrade Holding Corporati|None|36.02 - 36.42|None|AMTD|None|None|10:08am|NYQ|8/18/2015|None|None|None|7/31/2015|24.66|None|None|+0.28%|None|-2.37%|3.93|-0.54|36.42|+27.91%|None|10:08am - <b>36.25</b>|None|28.34 - 39.05|None|None|None|1.47|USD|None|None|36.79|None|-7.17%|36.15|24.66|None
30.10|58.00|0.00|5.46|59.39|None|+22.30%|None|64.25|0.00|None|0.66|34.75|-2.97|2.21|160741|64.85|67.82|65.38M|-0.41 - -0.63%|None|3.70|8/14/2015|1.29|2.61|14.29|2015-08-14 14:02:00 UTC+0000|64.46|None|65.26|None|3.17|19058|None|-0.63%|None|64.81|None|20.46|None|-0.41|1.05B|American Woodmark Corporation|None|64.25 - 65.50|None|AMWD|None|None|10:02am|NMS|6/27/2011|None|None|None|6/9/2011|29.34|None|None|-0.63%|None|+9.19%|4.57|11.82|65.50|+115.45%|None|10:02am - <b>64.85</b>|None|30.10 - 67.82|None|None|None|2.96|USD|None|None|53.03|None|-4.38%|64.91|24.85|None
284.000|650.000|None|45.553|486.766|None|+27.150%|None|528.250|None|None|1.610|248.319|-48.251|-0.406|3351490|532.319|580.570|5.73B|+2.659 - +0.502%|None|1.100|8/14/2015|2.586|1.600|25.145|2015-08-14 14:08:00 UTC+0000|532.500|None|529.660|None|5.060|349868|None|+0.502%|None|532.600|None|105.201|None|+2.659|248.97B|Amazon.com, Inc.|None|528.250 - 533.270|None|AMZN|None|None|10:08am|NMS|None|None|None|None|None|None|None|None|+0.502%|None|+9.358%|21.064|113.664|533.270|+87.436%|None|10:08am - <b>532.319</b>|None|284.000 - 580.570|None|None|None|9.290|USD|None|None|418.655|None|-8.311%|528.250|332.699|None
19.89|185.33|None|13.45|123.80|None|+87.45%|None|136.50|None|None|-0.28|117.36|-19.68|-1.57|830623|137.25|156.93|-71.19M|-0.09 - -0.07%|None|3.10|8/14/2015|120.45|-1.12|1.48|2015-08-14 14:08:00 UTC+0000|136.95|None|137.34|None|-0.14|52959|None|-0.07%|None|137.45|None|None|None|-0.09|6.04B|Anacor Pharmaceuticals, Inc.|None|136.50 - 138.90|None|ANAC|None|None|10:08am|NGM|None|None|None|None|None|None|None|None|-0.07%|None|+10.87%|92.61|64.03|138.90|+590.05%|None|10:08am - <b>137.25</b>|None|19.89 - 156.93|None|None|None|7.82|USD|None|None|73.22|None|-12.54%|136.93|None|None
34.70|45.50|0.56|0.07|37.67|None|-9.64%|None|37.63|1.50|None|0.81|3.04|-32.19|2.72|215898|37.74|69.93|129.35M|-0.35 - -0.92%|None|4.60|8/14/2015|0.25|2.49|28.25|2015-08-14 14:07:00 UTC+0000|37.60|None|38.09|None|3.15|16891|None|-0.92%|None|37.84|None|11.98|None|-0.35|1.07B|The Andersons, Inc.|None|37.63 - 38.18|None|ANDE|None|None|10:07am|NMS|7/22/2015|None|None|None|6/29/2015|13.90|None|None|-0.92%|None|+0.19%|1.35|-4.03|38.18|+8.76%|None|10:07am - <b>37.74</b>|None|34.70 - 69.93|None|None|None|1.32|USD|None|None|41.77|None|-46.03%|38.16|15.66|None
18.750|21.430|0.800|-1.838|20.941|None|-14.152%|None|18.750|3.900|None|0.290|0.353|-26.397|0.172|2603590|19.103|45.500|348.98M|+0.183 - +0.967%|None|11.100|8/14/2015|0.362|0.730|18.795|2015-08-14 14:08:00 UTC+0000|19.110|None|18.920|None|0.980|345233|None|+0.967%|None|19.130|None|19.493|None|+0.183|1.33B|Abercrombie & Fitch Company Com|None|18.750 - 19.210|None|ANF|None|None|10:08am|NYQ|6/10/2015|None|None|None|5/29/2015|111.064|None|None|+0.967%|None|-8.777%|1.007|-3.149|19.210|+1.883%|None|10:08am - <b>19.103</b>|None|18.750 - 45.500|None|None|None|1.440|USD|None|None|22.252|None|-58.015%|18.870|26.168|None
13.13|19.40|None|-1.01|15.85|None|-12.90%|None|14.74|None|None|0.15|1.71|-4.96|-0.09|131495|14.84|19.80|51.20M|-0.03 - -0.20%|None|8.30|8/14/2015|1.52|0.64|15.18|2015-08-14 14:08:00 UTC+0000|14.82|None|14.87|None|0.74|13209|None|-0.20%|None|14.88|None|20.05|None|-0.03|535.26M|AngioDynamics, Inc.|None|14.74 - 15.00|None|ANGO|None|None|10:08am|NMS|None|None|None|None|None|None|None|None|-0.20%|None|-6.40%|0.98|-2.20|15.00|+13.02%|None|10:08am - <b>14.84</b>|None|13.13 - 19.80|None|None|None|1.66|USD|None|None|17.04|None|-25.05%|14.80|23.19|None
24.2400|70.3300|None|-8.0772|63.8491|None|-9.4690%|None|55.6400|None|None|0.7200|31.5319|-17.7681|3.0890|315050|55.7719|73.5400|40.86M|-0.1881 - -0.3361%|None|4.0000|8/14/2015|8.3504|2.4600|13.0690|2015-08-14 14:06:00 UTC+0000|55.5100|None|55.9600|None|3.4000|6028|None|-0.3361%|None|55.7800|None|16.4035|None|-0.1881|638.64M|ANI Pharmaceuticals, Inc.|None|55.6400 - 56.1400|None|ANIP|None|None|10:06am|NGM|None|None|None|None|None|18.0550|None|None|-0.3361%|None|-12.6504%|4.2819|-5.8334|56.1400|+130.0821%|None|10:06am - <b>55.7719</b>|None|24.2400 - 73.5400|None|None|None|0.9700|USD|None|None|61.6053|None|-24.1611%|56.0000|22.6715|None
0.2000|0.8200|None|-0.1105|0.3711|None|-69.8905%|None|None|None|None|0.0000|0.0606|-3.8994|-3.3950|5406940|0.2606|4.1600|0.00|+0.0000 - +0.0000%|None|0.0000|7/14/2015|None|-3.1300|0.0000|2015-07-14 19:48:00 UTC+0000|None|None|0.2606|None|-2.8900|0|None|+0.0000%|None|None|None|None|None|+0.0000|None|Alpha Natural Resources, inc. c|None|None|None|ANR|None|None|3:48pm|NYQ|None|None|None|None|None|None|None|None|+0.0000%|None|-29.7845%|None|-0.6049|None|+30.3000%|None|3:48pm - <b>0.2606</b>|None|0.2000 - 4.1600|None|None|None|0.0000|USD|None|None|0.8655|None|-93.7356%|0.2382|None|None
